_id,name,comment,time
1,掌声伴随嘘声,我怀念的是我爷爷还在的时候,2014年10月31日
2,LunaLA-弯月亮叫月牙儿,演唱会孙燕姿唱到「我怀念的」 身旁的女生拨通了电话举着给对方听 副歌全场合唱时她对着手机喊谁懂我多么不舍得 喊完才看到电话已经挂断了 后半首歌女生一直低头哭着说 本应该是你坐在我身旁 而她身旁的座位也一直空着到终场 ”已经结束的感情 也许真的只剩下你在怀念”,2015年6月8日
3,2小土,过去的歌，都是这样好听到哭。,2014年10月25日
4,一颗珂仔,人要是矫情起来 所有歌都是写的自己,2016年1月4日
5,予也-,我更不记得了 你说好久好久没有那么用力的抱着一个人。我可能只记得我们默契的没有联系了 所以顺理成章的我们开始了各自没有彼此的新生活。我只会记得有一个我喜欢的不够彻底的人和一个喜欢过我但是后来就不喜欢了的人。我也只记得我还有生活要过。你也是。所以不会再见了。,2014年10月18日
6,次姬,我喜欢的那个男生也许永远永远也不会爱我 但是我真的很怀念他 很舍不得和他的友情舍不得那些曾经,2014年11月2日
7,狂暴军医,七年后，你结婚了。听说那天新娘很美，眉眼温柔。听说那天你爸妈很高兴，让你拉着新娘的手挨桌敬酒，你从前是一杯倒，如今却怎么喝也醉不了。兄弟们凑到一起，开你和新娘的玩笑，新娘娇羞的笑，你却忽然神情恍惚，因为你不合时宜的想起，以前你拉着的另一只手，还说要天荒地老。,2016年4月29日
8,草莓佬臭臭,我放手，我让座，假洒脱，谁懂我多么不舍得，太爱了，所以我，没有哭，没有痛。都说回忆是种消极生活方式，可是不知不觉已经这样消极了3年。。。现在都不知道怎样去爱一个人。。。太习惯这样的状态了。,2014年11月9日
9,不吃香--菜,我妈去世三年了。。。时间长了，。亲戚也疏远了。。老爸每天工作。。现在考驾照每天一个人在家。。前些日子煤气中毒差点死掉。。我怀念的是有人关心的日子,2016年3月28日
10,-解忧杂货屋,一首歌唱哭了多少人,2014年12月6日
11,低调的见佛,三年以后，男和女相遇，男,2015年2月11日
12,忘不掉的是什么我也不知道x,18年1月23号妈妈肺癌去世了，到今天99天了，我很想她，没有人知道我偷偷哭了多少次，心里也是万念俱灰不知道怎么活了。妈妈才49岁，大学刚毕业的我马上要回报的时候可是你已经不在了。时光无法倒流，请珍惜身边的人！可是我仍然没有珍惜住，还是留下太多的遗憾！妈，我想你了，真的很想你！,2018年5月1日
13,徳卡叔叔,我更愿意狼狈不堪.也不愿失去你,2017年5月19日
14,晚睡的他,一个战友，退伍费13w，初恋结婚，包了10w的红包。那个女孩曾经等了他三年，他一直记着，一直怀恋着。,2018年10月7日
15,张老月,最喜欢的女歌手之一了！！！,2014年11月19日
16,常安长安安,不要推开自己爱的人,2023年06月25日 20:31
17,52Hertz_晚风,很近又很远,2023年06月25日 20:24
18,小豫豫_08,"1.你参与了我人生数不清的雨季 说到底赢得透彻的人是你
2.敏感＋泪失禁＋多疑＋控制欲+容易吃醋+精神内耗＋胡思乱想＋缺爱 我这样的人也不会有人爱吧
3. 我的心是七层塔檐上悬挂的风铃 此起彼伏敲扣着一个人的名字 这是寂静的脉搏日夜不停
4.我试图站在你的角度与你共情 可是我越为你",2023年06月25日 19:58
