_id,name,comment,time
1,远离坏坏坏女人,一开始我就在疯了，说不出来是羞耻还是放飞自我，早安银色战衣出来后我彻底疯了[多多耍酷][多多耍酷],2023年6月24日 20:27
2,意只晨,S&B风说唱🫰🏻,2023年6月24日 18:26
3,又依依不舍,"质疑健将
理解健将
联系健将
成为健将",2023年6月24日 18:10
4,_荔枝玫瑰酿,健将的受众,2023年6月24日 18:01
5,赖格LEG,这条要是火了回头在全校面前翻唱🥀,2023年6月24日 21:14
6,网眼红,TizzyT,2023年6月24日 18:24
7,退堂鼓咚咚咚咚,听完了 这首歌不能只有我听到 我要去大街上唱这首歌 让大家跟我一起发疯！！！！[多多调皮][多多调皮],2023年6月24日 19:28
8,妳朝我看,早安不喝了 早安疯了,2023年6月24日 19:29
9,解树_v,早安,2023年6月24日 18:07
10,桐晚晚_,世界以痛吻我，我报这世界卧推！卧推！卧推！卧推！卧推！卧推！卧推！卧推！深蹲！ 深蹲！深蹲！深蹲！深蹲！深蹲！深蹲！深蹲！硬拉！硬拉！硬拉！硬拉！硬拉！硬拉！硬拉！硬拉！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！！！,2023年6月24日 18:37
11,Chad元宵,这首歌搞笑程度,2023年6月24日 18:47
12,KeyNG七年老粉,法老的歌早安成了主角¿,2023年6月24日 19:00
13,没死又活了一天,起猛了，看到一个裹着锡纸的孙肠,2023年6月24日 18:51
14,隆历奇,有没有人理解做这首歌节目版编曲听100+遍的我是什么感觉😋😎🤓🤪🙃🥰🥲🥲😋🥸🤓🤓😇🥹😅😎卧推卧推卧推卧推卧推卧推卧推卧推卧推卧推卧推,2023年6月24日 19:33
15,镜爷只认钱,“有意思比有意义本身更有意义。”,2023年6月24日 19:47
16,antidoteWMl,致敬杨和苏 respect必须给到！,2023年06月26日 14:58
17,想要猫和玫瑰-_,健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将我疯啦，燥起来,2023年06月26日 13:58
18,阿哈哈哈哈哈哈12,杨和苏和我,2023年06月26日 13:58
19,Retema,期末周必听曲目,2023年06月26日 13:57
20,街头落难帅哥_,早安哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2023年06月26日 13:57
21,叶子鱼mikunu,像我这种疯p二刺猿是真的喜欢这首歌捏，很银魂，很喜欢,2023年06月26日 13:57
22,勤墨瞳,md无敌[蛋仔大笑],2023年06月26日 13:57
23,一只爱吃番茄的贝壳,世界以痛吻我，我报这世界卧推！卧推！卧推！卧推！卧推！卧推！卧推！卧推！深蹲！ 深蹲！深蹲！深蹲！深蹲！深蹲！深蹲！深蹲！硬拉！硬拉！硬拉！硬拉！硬拉！硬拉！硬拉！硬拉！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！！！,2023年06月26日 13:54
24,人格独立Z,好适合早安,2023年06月26日 13:54
25,凌凌想吃糖,杨和苏,2023年06月26日 13:54
26,醉梦生死K,这首歌很适合我现在精神状态，平时不怎么学期末复习到疯狂,2023年06月26日 13:51
27,花林飘逸c,亏贼！！！,2023年06月26日 13:50
28,Lxinyuuuuu,彻底疯狂,2023年06月26日 13:50
29,904Xt,对 实际上很感动,2023年06月26日 13:50
30,Irisssy_,每日一遍👌,2023年06月26日 13:50
31,勤墨瞳,妈的无敌,2023年06月26日 13:50
32,青花鱼的日常生活,开头真的太骚了。,2023年06月26日 13:49
33,霖子David,,2023年06月26日 13:49
34,四医院在逃院长Nan,世界以痛吻我，我报这世界卧推！卧推！卧推！卧推！卧推！卧推！卧推！卧推！深蹲！ 深蹲！深蹲！深蹲！深蹲！深蹲！深蹲！深蹲！硬拉！硬拉！硬拉！硬拉！硬拉！硬拉！硬拉！硬拉！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！！！,2023年06月26日 13:48
35,阳光猛男Arne,感觉耳朵被强健,2023年06月26日 13:48
36,种姓制度里的牛马,健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将,2023年06月26日 13:45
37,MAMMOM-AS,加油 点了,2023年06月26日 13:45
38,Redemption阿_,有意思比有意义更加有意义！,2023年06月26日 13:44
39,橙啦-,助力每一个梦想,2023年06月26日 13:44
40,EliauKl_1,我！！！！,2023年06月26日 13:44
41,三木明_,助力每一个不知死活的梦想,2023年06月26日 13:43
42,為什麼不睡覺-,乱七八糟笑死我了,2023年06月26日 13:42
43,十夏九黎i,这首歌的受众群体有哪些啊？？？,2023年06月26日 13:41
44,三木明_,助力每一个不知死活的梦想,2023年06月26日 13:41
45,Qzmic,哭错坟了烙铁,2023年06月26日 13:41
46,King-evin,评论数10086？??,2023年06月26日 13:41
47,ooo心上人ooo,不瞒你说，我昨天晚上梦到了,2023年06月26日 13:41
48,江上纸船,好的下次就表演这个,2023年06月26日 13:41
49,蝶尾紋_,早安,2023年06月26日 13:40
50,王小妹儿吖,后劲儿太大了,2023年06月26日 13:40
51,slxhswml,助力一下,2023年06月26日 13:40
52,自然卷死鱼眼,我也，发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！发疯！！！！,2023年06月26日 13:38
53,另一条街x,最后超越健将[多多大笑],2023年06月26日 13:35
54,小芋圆妹妹,卧槽就是这个！和我想的一模一样,2023年06月26日 13:34
55,堆糖_1,技术拉满了喜欢的人很喜欢不喜欢的人就很不喜欢,2023年06月26日 13:34
56,黑黑世上最仙品,哦,2023年06月26日 13:33
57,黑黑世上最仙品,get不到健将吗，没关系，这是很正常的事情，毕竟大家都是在不停的相遇和分别的过程里找到真正志同道合的人，祝你未来一切都好，没品味的东西！无所谓 健将会80全世界！,2023年06月26日 13:33
58,纸糊羊咋,Get不到健将吗？没关系，这是很正常的事情，毕竟大家都是在不停的相遇和分别的过程里找到真正志同道合的人，祝你未来一切都好，没品味的东西,2023年06月26日 13:32
59,WANGYUANRainbow,超级难听,2023年06月26日 13:31
60,Moonlight200605,哇，评论破万啦,2023年06月26日 13:30
61,彼此彼此吧68,好听,2023年06月26日 13:29
62,L7L灬,太开心了,2023年06月26日 13:29
63,钟h辉,我已经发朋友圈了 无所谓别人觉得我发不发疯[多多耍酷][多多耍酷],2023年06月26日 13:28
64,斐落云,不听就滚，你点进来恶心人的？,2023年06月26日 13:28
65,我是全宇宙最美的,破W了！,2023年06月26日 13:24
66,keepppnice,大奇葩 哈哈哈哈哈,2023年06月26日 13:23
67,且听风吟雨轻唱,千里传音，是洋葱,2023年06月26日 13:23
68,一份悸動_,一份悸動_送您一张会员礼品卡，快来看看TA的祝福吧! 快来领取吧 https://music.163.com/prime/m/gift-receive?p=mtpjan9QMVYeXpPRkZTl9Et_sffaahHNYZqmuu2YJtAIQKGdgdDaByJJoACVcszla048w-nu7dhPI_bKIWikhmXHDrGSNQ0K1Nz5qsM9xlk&d=FRUz3QClrdI42gaTpoi13Q,2023年06月26日 13:22
69,刺梨白月光-,加油,2023年06月26日 13:22
70,blssYe,你好啊热带鱼,2023年06月26日 13:22
71,刺梨白月光-,安排吧,2023年06月26日 13:21
72,Miss白熊,对！！我第一反应就是跟我老公说吕严土豆！！漫才说唱哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2023年06月26日 13:21
73,YiuTinTung丶,强健！,2023年06月26日 13:20
74,云村村民167791550418586,助力每一个不知死活的梦想[多多大笑][多多大笑],2023年06月26日 13:19
75,佬丨黑,我当时也想到了 但是不太敢确定QAQ,2023年06月26日 13:19
76,衡周violet,期末周去死吧！我要发疯！！！,2023年06月26日 13:17
77,佬丨黑,我是从星爷食神的黯然销魂饭看的,2023年06月26日 13:17
78,由柑dyxjhj,家人们，考完试看的第一个舞台非常炸裂,2023年06月26日 13:17
79,下辈子当自己的猫,早安好出色啊哈哈哈哈哈突出我的预料了,2023年06月26日 13:15
80,Weirdo味二斗,很难想象什么样的人会喜欢这种有病的歌（照了照镜子）,2023年06月26日 13:15
81,轩瑄1905,n，肋力每一个梦想,2023年06月26日 13:15
82,出淤泥而不染_OQ,哈哈哈哈,2023年06月26日 13:14
83,芽尖酱-,为什么这么短啊，只有4分钟，只能单曲循环了，真是,2023年06月26日 13:12
84,白花小松yu,这条火了，我期末在颁奖典礼上唱,2023年06月26日 13:12
85,-Erkeee-,哈哈哈哈哈哈真的疯了 大家都疯了,2023年06月26日 13:10
86,等待易云吖,早安,2023年06月26日 13:09
87,小狗家的黑,助力,2023年06月26日 13:09
88,法樱酱_,助力助力,2023年06月26日 13:08
89,限量版小书童crystal,杨和苏也应该参与进来,2023年06月26日 13:08
90,繁复054,6666,2023年06月26日 13:04
91,-鱼慈,助力每个病友的梦想,2023年06月26日 13:04
92,A禧烨-,助力,2023年06月26日 13:03
93,babby__yannng,小精灵绿色外套是小酒窝 ，路人百分百,2023年06月26日 13:03
94,养浩然正气888888,"把一个人的良心激发出来，你这个人就是一个好人。 多一点慈悲，就少一点瞋恨；
多一点善良，多做一点善事，就会少做一点恶事。 真正有智慧的人，是能够放得下、看得穿的人。
今天我不是局长，我就做不是局长的事情；
今天我领孙子，我就是一个快乐的爷爷，我没有什么，
我的一切都是随缘来，随缘去。",2023年06月26日 13:01
95,bbAAAAAAAAAAAAAAAAAA,孙权牛批！,2023年06月26日 13:01
96,Oooyeaaa,面试面试面你麻痹21正式发疯的年纪,2023年06月26日 13:01
97,猪肉_Eason,早安太加分了,2023年06月26日 13:01
98,淮南呀呀呀,那么难的歌也唱？？？,2023年06月26日 13:00
99,猪肉_Eason,健将健将健将健将健将健将健将健将,2023年06月26日 13:00
100,YuN0_25,一二三四五六七八！二二三四五六七八！,2023年06月26日 12:59
101,橙鸭鸭鸭鸭,救命哈哈哈哈哈哈哈哈哈哈好有画面感啊,2023年06月26日 12:58
102,Cherryxi_,有一种法老小精灵早安提着音响追鲨你的美感,2023年06月26日 12:57
103,悲伤土豆泥芝士培根卷,助力每一个梦想,2023年06月26日 12:57
104,万般不及春风,哥们儿太性感了,2023年06月26日 12:57
105,文也不一定文,每天一遍，神清气爽,2023年06月26日 12:56
106,万般不及春风,6,2023年06月26日 12:55
107,SUPERB-Z,唱,2023年06月26日 12:53
108,万般不及春风,数着评论的,2023年06月26日 12:53
109,万般不及春风,10029了,2023年06月26日 12:52
110,机油sandwich,不如华晨宇,2023年06月26日 12:52
111,三時望川,“有意思比有意义本身更有意义”,2023年06月26日 12:52
112,万般不及春风,我也！我第一想到的就是那个，土星在公转，而我的母亲在自转啊！真的好好笑,2023年06月26日 12:51
113,M_S--谧影,讲真，我感觉小李在现场疯的程度不亚于早安,2023年06月26日 12:51
114,你的法宝_yi,救命想一起了,2023年06月26日 12:51
115,万般不及春风,说听不懂的很羡慕你们的精神状态 因为我已经疯掉了[多多亲吻],2023年06月26日 12:50
116,你的法宝_yi,救命我为什么会想到土豆吕严[多多捂脸],2023年06月26日 12:50
117,wanting-小柠檬,真的好喜欢早安发疯前的内心说唱啊啊啊啊啊啊,2023年06月26日 12:50
118,AA椰云拿铁,很喜欢 希望所有人都来听一遍,2023年06月26日 12:49
119,万般不及春风,啊啊啊我第一想到的就是这个！为什么这里也有喜人啊！诶！,2023年06月26日 12:48
120,chimmychimmytutu,早安的这副词真的很棒，让这个看起来SB的歌深刻起来了,2023年06月26日 12:48
121,02不是山谷,期末周和这首歌适配度百分之百,2023年06月26日 12:47
122,拾壹只猫_,那就听十遍,2023年06月26日 12:46
123,Lil-Sea-,@Winga-,2023年06月26日 12:46
124,乱七八糟的八七糟乱,我今天又来发疯啦！,2023年06月26日 12:46
125,縱連打之信者zrx,你们在发疯的同时，后面的小提琴都快锯冒烟了，却还是要很正经的工作（）,2023年06月26日 12:46
126,万般不及春风,路过 助力一下,2023年06月26日 12:46
127,obito725,没开玩笑日推给我了,2023年06月26日 12:45
128,万般不及春风,助力每一个梦想,2023年06月26日 12:45
129,悠颜回秋,保洁:您有母亲吗？,2023年06月26日 12:44
130,awaYoung,10013,2023年06月26日 12:44
131,小橙子不要发疯,原来早安的压力那么大吗,2023年06月26日 12:43
132,南乔吧,1w+,2023年06月26日 12:43
133,安得相逢,一万,2023年06月26日 12:42
134,定棺钉,10000,2023年06月26日 12:42
135,法老开始被砍,10000,2023年06月26日 12:42
136,拾壹只猫_,小时候奶奶经常唱这首歌哄我睡觉，好怀念,2023年06月26日 12:42
137,ORPHAN1912,+5,2023年06月26日 12:42
138,南乔吧,马上10000,2023年06月26日 12:42
139,安得相逢,我是,2023年06月26日 12:42
140,法老开始被砍,9999,2023年06月26日 12:42
141,定棺钉,9999,2023年06月26日 12:42
142,法老开始被砍,9998,2023年06月26日 12:42
143,ORPHAN1912,+4,2023年06月26日 12:42
144,浓芝士绿芽,评论破w必须有我的贡献,2023年06月26日 12:42
145,杨g乐,先管好你自己吧[西西机智],2023年06月26日 12:42
146,ORPHAN1912,+3,2023年06月26日 12:42
147,ORPHAN1912,+2,2023年06月26日 12:42
148,ORPHAN1912,+1,2023年06月26日 12:41
149,Syukri啊丶,早安真的出乎我意外的变态，释放天性了属于是,2023年06月26日 12:41
150,Eflee_d,我发疯啦哈哈哈哈哈哈,2023年06月26日 12:41
151,YuN0_25,健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将健将！！,2023年06月26日 12:41
152,杨g乐,哈哈哈哈哈,2023年06月26日 12:40
153,似唔啦,有点上头,2023年06月26日 12:40
154,随蝴蝶飘散吧,好啦，在外面外放，别人看我有病啦,2023年06月26日 12:40
155,美好发烧友,说唱界的《父亲的葬礼》哈哈哈哈哈哈哈哈太贴合了,2023年06月26日 12:40
156,玥啦啦啦啦啦,发光带鱼哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2023年06月26日 12:39
157,南乔吧,质疑 理解 成为 超越,2023年06月26日 12:39
158,k安喝了喝了,太疯狂了 早安直接狂怒了最后 ！你为什么在游泳啊！,2023年06月26日 12:39
159,离线留言-xxx,我要发疯！！！！！！！！！！！！！！！！！！！！！,2023年06月26日 12:38
