_id,name,comment,time
1,KeyL刘聪和JonyJ,盛宇在现场说,2023年06月24日 18:00
2,_八画,这场去录制了，谁懂啊！演完乃万现场宣布加入nous握了乃万的手，她让我录制结束快去吃饭,2023年06月24日 18:08
3,cappk,恭喜乃万加入nous🔥🔥,2023年06月24日 18:12
4,盛宇Damnshine,我要把那悲伤从你脸颊抹去,2023年06月25日 12:08
5,_perseverance___,轮到派总唱的时候一下上来横在91和宇子哥中间像极了那个快刀斩爱的老父亲一样,2023年06月24日 19:00
6,西瓜瓜好甜鸭,"好好听好浪漫好有氛围的一首情歌！
舞台特别美，看完舞台立马来网易云单循听歌啦！
词写得好好啊！！ 盛 派 91 三个人配合得好好
盛宇开场就迷倒观众听众了呜呜呜，跟91的配合好绝，特别浪漫
91加入合唱真的很锦上添花，和声特别妙
派的rap超级贴这首歌，超和谐 好好听啊啊啊！！！",2023年06月24日 18:27
7,MINERS12138,开外挂，请乃万来直接从9数到了1.,2023年06月24日 18:57
8,周末4_1,刚看完乃万的青岛的音乐节！夏日 海风 夕阳 音乐节 乃万粉了乃万六年终于在23年端午节奔赴了🥹恭喜乃万加入nous！,2023年06月24日 18:53
9,_劲爆鸡米花_,乃万就是我心里的莫妮卡贝鲁奇,2023年06月24日 18:40
10,兔x牙,不过确实是这期唯一能听的了，其他的也太整活了,2023年06月24日 20:14
11,TenacitySwh,乃万的腿🤤 我承认我是lsp,2023年06月24日 21:18
12,眼睛里开着花,这歌属于是一群💩中的一股清流，这期唯一能听的歌,2023年06月24日 20:34
13,月亮好看吗,三个人的声音听起来都好舒服,2023年06月24日 18:53
14,Az-尔,当代年轻人现状,2023年06月24日 21:02
15,专治身体健康,没有派克特绝对是完美hitsog，但没有派克特就太流行了一点，不够黑怕了。只能说派克特确实不该在这首歌里，但在这个比赛上这首歌派克特不能缺席,2023年06月24日 22:51
16,那个孩子的老公_,好听,2023年06月25日 20:20
17,那个孩子的老公_,乃万声音好听,2023年06月25日 20:13
18,那个孩子的老公_,派克特有点点不哒,2023年06月25日 20:12
19,那个孩子的老公_,好听好听,2023年06月25日 20:11
20,变色龙191210,不好听，宇哥这次骗人,2023年06月25日 20:07
21,我是我和途人一起i,大傻还是厉害哦，懂观众口味,2023年06月25日 19:55
22,T1S1AWL,我滴妈呀 真能认跌😧,2023年06月25日 19:41
23,只要麻,不懂这首歌的有难了,2023年06月25日 19:39
24,在逃阿凡提,没有派克特就好了,2023年06月25日 19:28
25,NINE1_qi,馨馨组合哈哈,2023年06月25日 19:18
26,久酒owo,但是这首修音修惨了,2023年06月25日 19:17
27,久酒owo,有你更好呗,2023年06月25日 19:17
28,Mongol-7,酷,2023年06月25日 19:11
29,Kong在路上,宇哥会唱多唱 求求了 太好听了 非常好听！！！,2023年06月25日 19:06
30,17hui,傻哥总是正义登场，纯团战英雄,2023年06月25日 19:06
31,Bulls91_,nineone,2023年06月25日 19:03
32,Hang_1104o,那你看看艾热，有说唱吗,2023年06月25日 19:01
33,Yii丶柒,馨馨组合真的好听！！,2023年06月25日 18:55
34,大明湖船长,走错地方了。。。不好意思~,2023年06月25日 18:49
35,大明湖船长,健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！健将！,2023年06月25日 18:48
36,puriwn,为什么那么多人说派的verse突兀🥲我一点都不觉得而且很喜欢啊,2023年06月25日 18:46
37,thres_s,好好听这首！本期最好听的歌！,2023年06月25日 18:40
38,癡凊渼侽,破万啊,2023年06月25日 18:34
39,晓乐_5555,好听,2023年06月25日 18:29
40,费城再无三,西西里的美丽传说,2023年06月25日 18:26
41,樱木kkk,派克特的段落好舒服,2023年06月25日 18:16
42,温柔及意,。,2023年06月25日 18:14
43,Mortal_ss,乃万的腿 很难不爱,2023年06月25日 18:14
44,体重会轻21g,你去现场了？,2023年06月25日 18:12
45,Syang03,不是思想不思想的问题 夸一踩一如果你觉得正确当我没说,2023年06月25日 18:11
